SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2009,39,28391,37XX S PULASKI RD,T063,GRAVID,10/01/2009 12:10:00 AM,5,negative,CULEX PIPIENS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2012,37,35179,3XX W 104TH ST,T095,GRAVID,09/13/2012 12:09:00 AM,1,negative,CULEX RESTUANS,41.705327644,-87.632955365,"(41.70532764418326, -87.63295536539816)"
2014,35,39901,5XX W 72ND ST,T035,GRAVID,08/28/2014 12:08:00 AM,48,positive,CULEX PIPIENS/RESTUANS,41.763370922,-87.637872614,"(41.76337092198238, -87.6378726141474)"
2013,32,36895,70XX N MOSELLE AVE,T008,GRAVID,08/08/2013 12:08:00 AM,23,negative,CULEX PIPIENS,42.007997503,-87.778234965,"(42.007997503125345, -87.77823496507851)"
2014,35,39824,61XX N LEMONT AVE,T012,GRAVID,08/28/2014 12:08:00 AM,13,negative,CULEX PIPIENS/RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2013,31,36658,63XX W 64TH ST,T155,GRAVID,08/01/2013 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.776005392,-87.779407668,"(41.77600539167921, -87.77940766760916)"
2012,28,33661,100XX W OHARE,T903,GRAVID,07/13/2012 12:07:00 AM,29,negative,CULEX PIPIENS/RESTUANS,,,
2010,34,30112,22XX W 51ST ST,T061,GRAVID,08/26/2010 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2007,26,20450,105XX S CALIFORNIA AVE,T088,CDC,08/02/2007 08:08:19 AM,2,negative,CULEX RESTUANS,41.701009731,-87.691501699,"(41.701009731121545, -87.69150169935061)"
2012,38,35266,9XX W GARFIELD BLVD,T226,GRAVID,09/20/2012 12:09:00 AM,2,negative,CULEX PIPIENS,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2012,29,33731,58XX N PULASKI RD,T027,GRAVID,07/19/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2007,32,22278,101XX S STONY ISLAND AVE,T138,CDC,08/17/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)"
2011,27,31304,17XX W 95TH ST,T094,GRAVID,07/11/2011 12:07:00 AM,10,negative,CULEX RESTUANS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2007,35,23175,127XX S DOTY AVE,T115,CDC,09/06/2007 12:09:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2011,24,30972,24XX E 105TH ST,T128,GRAVID,06/17/2011 12:06:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2008,36,25938,111XX S ARTESIAN AVE,T160,GRAVID,09/09/2008 12:09:00 AM,15,negative,CULEX PIPIENS/RESTUANS,41.690922985,-87.682259674,"(41.690922985124566, -87.68225967398746)"
2014,28,38536,22XX W 69TH ST,T069,GRAVID,07/10/2014 12:07:00 AM,16,negative,CULEX RESTUANS,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)"
2015,31,41648,100XX W OHARE AIRPORT,T913,GRAVID,08/06/2015 12:08:00 AM,11,positive,CULEX PIPIENS/RESTUANS,,,
2011,36,32491,12XX W GREENLEAF AVE,T018,GRAVID,09/12/2011 12:09:00 AM,2,negative,CULEX RESTUANS,42.010529289,-87.660845069,"(42.01052928915475, -87.6608450688439)"
2013,31,36641,22XX N CANNON DR,T054A,GRAVID,08/01/2013 12:08:00 AM,1,negative,CULEX RESTUANS,41.922736649,-87.632449967,"(41.92273664946568, -87.63244996720142)"
2013,27,35929,1XX N CENTRAL PARK DR,T030,GRAVID,07/08/2013 12:07:00 AM,32,negative,CULEX RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2016,24,42477,52XX W 63RD ST,T065,GRAVID,06/16/2016 12:06:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2011,32,32008,25XX S MILLARD AVE,T152,GRAVID,08/12/2011 12:08:00 AM,2,negative,CULEX PIPIENS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2009,28,27192,89XX S CARPENTER ST,T159,GRAVID,07/17/2009 12:07:00 AM,10,negative,CULEX PIPIENS/RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2009,36,28055,37XX S PULASKI RD,T063,GRAVID,09/14/2009 12:09:00 AM,3,negative,CULEX PIPIENS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2014,23,37988,100XX W OHARE AIRPORT,T913,GRAVID,06/05/2014 12:06:00 AM,22,negative,CULEX PIPIENS/RESTUANS,,,
2012,30,34031,58XX N PULASKI RD,T027,GRAVID,07/27/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2010,30,29400,45XX N CAMPBELL AVE,T220,GRAVID,07/29/2010 12:07:00 AM,11,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2011,30,31803,100XX W OHARE,T903,GRAVID,07/29/2011 12:07:00 AM,10,positive,CULEX RESTUANS,,,
2007,30,21501,98XX S AVENUE G,T100,GRAVID,08/02/2007 12:08:00 AM,19,negative,CULEX PIPIENS/RESTUANS,,,
2008,35,25796,67XX S KEDZIE AVE,T066,GRAVID,09/03/2008 12:09:00 AM,12,negative,CULEX PIPIENS/RESTUANS,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)"
2007,30,21326,36XX N PITTSBURGH AVE,T011,GRAVID,08/01/2007 02:08:26 AM,2,negative,CULEX RESTUANS,41.945961094,-87.832942473,"(41.94596109447193, -87.83294247349616)"
2012,31,34294,81XX S ASHLAND,T068,GRAVID,08/03/2012 12:08:00 AM,46,positive,CULEX PIPIENS/RESTUANS,,,
2013,35,37345,82XX S KOSTNER AVE,T225,GRAVID,08/29/2013 12:08:00 AM,21,negative,CULEX PIPIENS/RESTUANS,41.742670478,-87.731550059,"(41.7426704781299, -87.73155005887604)"
2016,28,42846,24XX E 105TH ST,T128,GRAVID,07/14/2016 12:07:00 AM,1,negative,CULEX TERRITANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2012,25,33066,17XX W ADDISON ST,T224,GRAVID,06/21/2012 12:06:00 AM,1,negative,CULEX RESTUANS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2014,40,40615,104XX S VINCENNES AVE,T089,GRAVID,10/02/2014 12:10:00 AM,1,negative,CULEX PIPIENS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2007,28,20888,127XX S DOTY AVE,T115,CDC,08/01/2007 02:08:08 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2009,32,27754,104XX S VINCENNES AVE,T089,GRAVID,08/13/2009 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2009,36,28086,109XX S COTTAGE GROVE AVE,T102,GRAVID,09/14/2009 12:09:00 AM,2,negative,CULEX PIPIENS,41.69549407,-87.609081766,"(41.695494070048184, -87.60908176561364)"
2007,29,20992,41XX N OAK PARK AVE,T002,GRAVID,08/01/2007 02:08:53 AM,50,positive,CULEX PIPIENS/RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2011,38,32716,41XX N OAK PARK AVE,T002,GRAVID,09/23/2011 12:09:00 AM,5,negative,CULEX RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2013,31,36639,11XX W CHICAGO AVE,T049,GRAVID,08/01/2013 12:08:00 AM,10,negative,CULEX PIPIENS/RESTUANS,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2011,36,32568,77XX S EBERHART AVE,T080,GRAVID,09/12/2011 12:09:00 AM,2,negative,CULEX RESTUANS,41.754148414,-87.612721023,"(41.75414841411549, -87.61272102258191)"
2008,35,25667,61XX N LEMONT AVE,T012,GRAVID,09/02/2008 12:09:00 AM,33,negative,CULEX PIPIENS/RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2011,25,31010,41XX N OAK PARK AVE,T002,GRAVID,06/24/2011 12:06:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2007,33,22377,75XX N OAKLEY AVE,T148,GRAVID,08/21/2007 12:08:00 AM,1,negative,CULEX TERRITANS,42.01780085,-87.687601446,"(42.0178008501155, -87.68760144594536)"
2012,31,34345,127XX S DOTY AVE,T115,GRAVID,08/03/2012 12:08:00 AM,14,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2014,32,39205,5XX W 72ND ST,T035,GRAVID,08/07/2014 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.763370922,-87.637872614,"(41.76337092198238, -87.6378726141474)"
2013,35,37400,100XX W OHARE AIRPORT,T916,GRAVID,08/29/2013 12:08:00 AM,18,negative,CULEX PIPIENS/RESTUANS,,,
2013,23,35493,61XX N LEMONT AVE,T012,GRAVID,06/07/2013 12:06:00 AM,10,negative,CULEX PIPIENS/RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2012,31,34328,104XX S VINCENNES AVE,T089,GRAVID,08/03/2012 12:08:00 AM,12,negative,CULEX PIPIENS/RESTUANS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2012,34,34759,6XX W MONTROSE DR,T017,GRAVID,08/23/2012 12:08:00 AM,2,negative,CULEX PIPIENS,41.962014638,-87.646847726,"(41.96201463828783, -87.64684772570871)"
2013,24,35664,39XX N SPRINGFIELD AVE,T228,GRAVID,06/14/2013 12:06:00 AM,39,negative,CULEX RESTUANS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2015,23,40744,5XX S CENTRAL AVE,T031,GRAVID,06/11/2015 12:06:00 AM,10,negative,CULEX RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2008,28,24580,41XX N OAK PARK AVE,T002,GRAVID,07/11/2008 12:07:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2014,36,39956,100XX W OHARE AIRPORT,T912,GRAVID,09/05/2014 12:09:00 AM,10,positive,CULEX PIPIENS/RESTUANS,,,
2007,28,20923,127XX S DOTY AVE,T115,CDC,08/01/2007 02:08:08 AM,50,negative,CULEX PIPIENS/RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2014,32,39182,22XX W 51ST ST,T061,GRAVID,08/07/2014 12:08:00 AM,12,negative,CULEX PIPIENS/RESTUANS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2011,30,31760,104XX S VINCENNES AVE,T089,GRAVID,07/29/2011 12:07:00 AM,1,negative,CULEX RESTUANS,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)"
2007,37,23488,64XX S STONY ISLAND AVE,T077,CDC,09/19/2007 12:09:00 AM,1,negative,CULEX PIPIENS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2014,25,38127,39XX N SPRINGFIELD AVE,T228,GRAVID,06/19/2014 12:06:00 AM,48,negative,CULEX RESTUANS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2012,32,34409,46XX N MILWAUKEE AVE,T003,GRAVID,08/09/2012 12:08:00 AM,24,negative,CULEX PIPIENS/RESTUANS,41.965374859,-87.758411715,"(41.96537485879688, -87.75841171521544)"
2012,25,33126,111XX S ARTESIAN AVE,T160,GRAVID,06/21/2012 12:06:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.690922985,-87.682259674,"(41.690922985124566, -87.68225967398746)"
2007,30,21405,22XX W 51ST ST,T061,GRAVID,08/01/2007 02:08:23 AM,4,negative,CULEX RESTUANS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2012,30,33971,58XX N PULASKI RD,T027,GRAVID,07/27/2012 12:07:00 AM,27,positive,CULEX PIPIENS/RESTUANS,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2009,30,27433,22XX N CANNON DR,T054A,GRAVID,07/31/2009 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.922736649,-87.632449967,"(41.92273664946568, -87.63244996720142)"
2009,37,28155,25XX W GRAND AVE,T046,GRAVID,09/17/2009 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2007,34,22945,24XX E 105TH ST,T128,CDC,08/28/2007 12:08:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2012,27,33473,100XX W OHARE AIRPORT,T902,GRAVID,07/09/2012 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,,,
2013,37,37634,39XX N SPRINGFIELD AVE,T228,GRAVID,09/12/2013 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2013,38,37691,91XX W HIGGINS RD,T009,GRAVID,09/19/2013 12:09:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
2008,39,26109,61XX N LEMONT AVE,T012,GRAVID,09/29/2008 12:09:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)"
2008,30,24895,100XX W OHARE,T903,GRAVID,07/29/2008 12:07:00 AM,26,negative,CULEX PIPIENS/RESTUANS,,,
2015,30,41484,51XX N MONT CLARE AVE,T223,GRAVID,07/30/2015 12:07:00 AM,17,negative,CULEX RESTUANS,41.974522761,-87.80458947,"(41.974522761157274, -87.80458946950488)"
2007,28,20714,37XX N KEDVALE AVE,T218,GRAVID,07/18/2007 12:07:00 AM,1,negative,CULEX PIPIENS,41.948500064,-87.730553187,"(41.94850006410376, -87.73055318743594)"
2014,31,39007,71XX S SOUTH SHORE DR,T079,GRAVID,07/31/2014 12:07:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2016,31,43238,37XX S PULASKI RD,T063,GRAVID,08/04/2016 12:08:00 AM,15,positive,CULEX PIPIENS/RESTUANS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2008,30,24796,17XX N PULASKI RD,T039,GRAVID,07/28/2008 12:07:00 AM,1,negative,CULEX RESTUANS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2011,28,31398,58XX N RIDGE AVE,T231,GRAVID,07/15/2011 12:07:00 AM,1,negative,CULEX RESTUANS,41.987880692,-87.666785075,"(41.98788069188603, -87.66678507548095)"
2007,39,23999,132XX S MACKINAW AVE,T206,GRAVID,10/09/2007 12:10:00 AM,4,negative,CULEX PIPIENS,41.654838448,-87.542158554,"(41.65483844760961, -87.54215855362166)"
2014,25,38166,64XX S STONY ISLAND AVE,T077,GRAVID,06/19/2014 12:06:00 AM,1,negative,CULEX RESTUANS,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)"
2008,35,25797,22XX W 69TH ST,T069,GRAVID,09/03/2008 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)"
2009,24,26648,100XX W OHARE,T903,GRAVID,06/22/2009 12:06:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2009,34,27921,131XX S BRANDON AVE,T209,GRAVID,08/27/2009 12:08:00 AM,2,negative,CULEX RESTUANS,41.657068876,-87.546048865,"(41.657068875649955, -87.54604886505916)"
2007,36,23322,4XX W 127TH,T135,CDC,09/12/2007 12:09:00 AM,14,negative,CULEX PIPIENS/RESTUANS,,,
2015,29,41370,100XX W OHARE AIRPORT,T916,GRAVID,07/23/2015 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2013,35,37336,37XX S PULASKI RD,T063,GRAVID,08/29/2013 12:08:00 AM,6,negative,CULEX PIPIENS/RESTUANS,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)"
2010,33,30014,100XX W OHARE AIRPORT,T913,GRAVID,08/20/2010 12:08:00 AM,17,positive,CULEX PIPIENS,,,
2007,34,22729,3XX W 18TH ST,T043,GRAVID,08/24/2007 12:08:00 AM,3,negative,CULEX PIPIENS,41.857837294,-87.635861986,"(41.857837293807705, -87.63586198559554)"
2012,32,34435,58XX N PULASKI RD,T027,GRAVID,08/09/2012 12:08:00 AM,1,negative,UNSPECIFIED CULEX,41.986319851,-87.728378456,"(41.986319851449004, -87.72837845617912)"
2015,28,41154,25XX S MILLARD AVE,T152,GRAVID,07/16/2015 12:07:00 AM,3,negative,CULEX RESTUANS,41.845715402,-87.715898597,"(41.845715401799, -87.7158985974353)"
2008,38,26051,10XX E 67TH ST,T073,GRAVID,09/19/2008 12:09:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2008,30,24876,37XX E 118TH ST,T212,GRAVID,07/28/2008 12:07:00 AM,2,negative,CULEX PIPIENS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2010,31,29634,24XX E 105TH ST,T128,GRAVID,08/06/2010 12:08:00 AM,1,negative,CULEX PIPIENS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2008,28,24511,11XX W CHICAGO AVE,T049,GRAVID,07/11/2008 12:07:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2012,30,34138,4XX E 130TH ST,T221,GRAVID,07/27/2012 12:07:00 AM,12,positive,CULEX PIPIENS,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)"
2015,30,41385,25XX W GRAND AVE,T046,GRAVID,07/30/2015 12:07:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.892219983,-87.691697729,"(41.89221998323666, -87.69169772868295)"
2016,31,43278,6XX E 91ST PL,T227,GRAVID,08/04/2016 12:08:00 AM,5,negative,CULEX RESTUANS,41.728490034,-87.608524308,"(41.728490033986375, -87.60852430813071)"
2008,38,26065,22XX W 51ST ST,T061,GRAVID,09/19/2008 12:09:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.801047857,-87.680424734,"(41.80104785720396, -87.68042473369341)"
2015,27,41073,71XX S SOUTH SHORE DR,T079,GRAVID,07/09/2015 12:07:00 AM,2,negative,CULEX RESTUANS,41.765752525,-87.562465208,"(41.76575252485466, -87.56246520793836)"
2016,31,43262,50XX S UNION AVE,T082,GRAVID,08/04/2016 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2010,32,29717,14XX N HUMBOLDT DR,T033,GRAVID,08/13/2010 12:08:00 AM,3,negative,CULEX PIPIENS/RESTUANS,41.907284873,-87.701394637,"(41.90728487283588, -87.701394636759)"
2014,34,39614,22XX N CANNON DR,T054B,GRAVID,08/21/2014 12:08:00 AM,23,negative,CULEX PIPIENS/RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2008,26,24373,100XX W OHARE,T904,GRAVID,07/01/2008 12:07:00 AM,2,negative,CULEX PIPIENS,,,
2010,32,29857,100XX W OHARE AIRPORT,T921,CDC,08/13/2010 12:08:00 AM,7,negative,CULEX PIPIENS/RESTUANS,,,
2010,29,29248,52XX W 63RD ST,T065,GRAVID,07/23/2010 12:07:00 AM,2,negative,CULEX PIPIENS,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)"
2007,35,23084,66XX S KILPATRICK AVE,T156,GRAVID,09/05/2007 12:09:00 AM,5,negative,CULEX PIPIENS,41.772392283,-87.739816474,"(41.77239228297989, -87.7398164742613)"
2009,37,28129,13XX N LARAMIE AVE,T230,GRAVID,09/17/2009 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2012,38,35233,13XX N LARAMIE AVE,T230,GRAVID,09/20/2012 12:09:00 AM,4,negative,CULEX PIPIENS,41.904773448,-87.755685753,"(41.904773447835936, -87.75568575289235)"
2008,26,24281,41XX N OAK PARK AVE,T002,GRAVID,07/01/2008 12:07:00 AM,1,negative,CULEX RESTUANS,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)"
2013,26,35866,39XX N SPRINGFIELD AVE,T228,GRAVID,06/27/2013 12:06:00 AM,24,negative,CULEX PIPIENS/RESTUANS,41.953664152,-87.724987191,"(41.95366415238544, -87.72498719138876)"
2007,31,21801,127XX S DOTY AVE,T115,CDC,08/08/2007 12:08:00 AM,50,negative,CULEX PIPIENS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2007,26,20462,1XX N CENTRAL PARK DR,T030,CDC,07/27/2007 11:07:18 AM,14,negative,CULEX RESTUANS,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)"
2012,23,32911,28XX N FRANCISCO AVE,T147,GRAVID,06/08/2012 12:06:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.93279021,-87.700237884,"(41.93279020985206, -87.7002378838387)"
2011,34,32336,100XX W OHARE AIRPORT,T912,GRAVID,08/26/2011 12:08:00 AM,23,negative,CULEX PIPIENS/RESTUANS,,,
2014,34,39658,48XX W MONTANA ST,T222,GRAVID,08/21/2014 12:08:00 AM,4,negative,CULEX RESTUANS,41.925286783,-87.747459124,"(41.92528678345797, -87.74745912379434)"
2011,26,31121,22XX N CANNON DR,T054B,GRAVID,06/30/2011 12:06:00 AM,15,negative,CULEX PIPIENS/RESTUANS,41.9220638,-87.63223306,"(41.92206380002785, -87.63223305992274)"
2011,25,31071,24XX E 105TH ST,T128,GRAVID,06/24/2011 12:06:00 AM,2,negative,CULEX RESTUANS,41.704687214,-87.564235562,"(41.704687213624375, -87.5642355621286)"
2016,30,42975,100XX W OHARE AIRPORT,T911,GRAVID,07/27/2016 12:07:00 AM,50,positive,CULEX PIPIENS/RESTUANS,,,
2013,35,37260,119XX S ASHLAND AVE,T090,GRAVID,08/29/2013 12:08:00 AM,50,negative,CULEX PIPIENS/RESTUANS,41.676887316,-87.661221926,"(41.67688731618708, -87.66122192616795)"
2014,26,38299,89XX S CARPENTER ST,T159,GRAVID,06/26/2014 12:06:00 AM,9,negative,CULEX PIPIENS/RESTUANS,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2011,33,32202,4XX W 127TH,T135,GRAVID,08/19/2011 12:08:00 AM,1,negative,CULEX PIPIENS,,,
2009,24,26665,100XX W OHARE AIRPORT,T915,GRAVID,06/22/2009 12:06:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2010,28,29170,100XX W OHARE AIRPORT,T918,GRAVID,07/19/2010 12:07:00 AM,28,negative,CULEX PIPIENS/RESTUANS,,,
2014,25,38200,37XX E 118TH ST,T212,GRAVID,06/19/2014 12:06:00 AM,34,negative,CULEX PIPIENS/RESTUANS,41.681034931,-87.533436467,"(41.681034931122895, -87.53343646731054)"
2013,34,37176,17XX N PULASKI RD,T039,GRAVID,08/22/2013 12:08:00 AM,5,negative,CULEX PIPIENS,41.913567582,-87.726300302,"(41.91356758228873, -87.72630030176042)"
2012,29,33756,45XX N CAMPBELL AVE,T220,GRAVID,07/19/2012 12:07:00 AM,29,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2013,39,37836,50XX S UNION AVE,T082,GRAVID,09/26/2013 12:09:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)"
2007,33,22519,3XX W 104TH ST,T095,GRAVID,08/22/2007 12:08:00 AM,1,negative,CULEX PIPIENS/RESTUANS,41.705327644,-87.632955365,"(41.70532764418326, -87.63295536539816)"
2010,34,30071,17XX W ADDISON ST,T224,GRAVID,08/26/2010 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.947044495,-87.673061053,"(41.94704449504484, -87.67306105349785)"
2007,32,22128,3XX W 104TH ST,T095,GRAVID,08/15/2007 12:08:00 AM,4,negative,CULEX PIPIENS/RESTUANS,41.705327644,-87.632955365,"(41.70532764418326, -87.63295536539816)"
2010,33,29999,4XX E 130TH ST,T221,GRAVID,08/20/2010 12:08:00 AM,2,negative,CULEX SALINARIUS,41.659236018,-87.612015128,"(41.65923601846575, -87.61201512813366)"
2013,35,37341,52XX S KOLMAR AVE,T114,GRAVID,08/29/2013 12:08:00 AM,13,positive,CULEX PIPIENS,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)"
2011,23,30834,12XX W GREENLEAF AVE,T018,GRAVID,06/10/2011 12:06:00 AM,1,negative,CULEX SALINARIUS,42.010529289,-87.660845069,"(42.01052928915475, -87.6608450688439)"
2014,38,40336,71XX N HARLEM AVE,T233,GRAVID,09/18/2014 12:09:00 AM,7,positive,CULEX PIPIENS,42.010643274,-87.8067973,"(42.0106432736568, -87.80679730045945)"
2007,34,22838,17XX W 95TH ST,T094,GRAVID,08/24/2007 12:08:00 AM,6,negative,CULEX PIPIENS,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2009,29,27327,9XX W GARFIELD BLVD,T226,GRAVID,07/24/2009 12:07:00 AM,10,negative,CULEX RESTUANS,41.794366478,-87.648925137,"(41.79436647814991, -87.64892513653469)"
2008,26,24291,33XX N RUTHERFORD AVE,T144,GRAVID,07/01/2008 12:07:00 AM,1,negative,CULEX RESTUANS,41.940781698,-87.794429759,"(41.940781697748726, -87.79442975887669)"
2011,24,30939,10XX E 67TH ST,T073,GRAVID,06/17/2011 12:06:00 AM,2,negative,CULEX RESTUANS,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)"
2015,38,42325,91XX W HIGGINS RD,T009,GRAVID,09/23/2015 12:09:00 AM,3,negative,CULEX RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
2014,32,39255,127XX S DOTY AVE,T115,GRAVID,08/07/2014 12:08:00 AM,2,negative,CULEX RESTUANS,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)"
2014,30,38776,5XX S CENTRAL AVE,T031,GRAVID,07/24/2014 12:07:00 AM,8,negative,CULEX PIPIENS/RESTUANS,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)"
2011,34,32259,45XX N CAMPBELL AVE,T220,GRAVID,08/26/2011 12:08:00 AM,2,negative,CULEX PIPIENS/RESTUANS,41.964405454,-87.691370391,"(41.96440545399697, -87.69137039109717)"
2010,28,29153,100XX W OHARE AIRPORT,T913,GRAVID,07/19/2010 12:07:00 AM,50,negative,CULEX PIPIENS/RESTUANS,,,
2012,30,33941,91XX W HIGGINS RD,T009,GRAVID,07/27/2012 12:07:00 AM,37,positive,CULEX PIPIENS/RESTUANS,41.988586396,-87.854473351,"(41.988586396324166, -87.85447335120561)"
